code,2024-08-21,2024-08-22,2024-08-23,2024-08-26,2024-08-27,2024-08-28,2024-08-29,2024-08-30,2024-09-02,2024-09-03,2024-09-04,2024-09-05,2024-09-06,2024-09-09,2024-09-10,2024-09-11,2024-09-12,2024-09-13,2024-09-18,2024-09-19,2024-09-20,2024-09-23,2024-09-24,2024-09-25,2024-09-26,2024-09-27,2024-09-30,2024-10-08,2024-10-09,2024-10-10,2024-10-11,2024-10-14,2024-10-15,2024-10-16,2024-10-17,2024-10-18,2024-10-21,2024-10-22,2024-10-23,2024-10-24,2024-10-25,2024-10-28,2024-10-29,2024-10-30
sh.601318,44.30379746835443,48.72389791183295,61.698440207972304,76.23126338329774,76.23126338329763,75.81699346405227,70.3030303030303,76.85039370078742,69.71935007385527,70.23809523809524,60.21671826625387,63.02158273381296,58.85885885885885,55.36723163841806,54.893617021276576,55.84415584415586,43.016759776536325,45.936395759717314,54.385964912280734,56.40243902439027,62.520458265139126,50.63025210084035,73.14112291350533,78.77947295423027,90.1030927835052,90.76923076923082,94.87678339818422,98.87121600820937,75.56862745098043,78.37357954545456,75.72314049586778,76.40562248995985,72.0785597381342,71.95001644195989,70.9488099119661,71.25690159142579,68.14375436147941,67.34620886981402,65.08604206500956,62.45980707395499,51.51816824290692,36.48562300319491,59.89743589743587,35.3077816492451
sh.601328,83.33333333333334,83.52941176470591,87.65432098765436,92.20779220779225,92.85714285714289,85.7142857142858,59.523809523809504,42.16867469879518,38.03680981595089,31.213872832369915,27.16763005780345,21.11801242236021,10.563380281690101,7.586206896551701,8.219178082191746,5.521472392637989,6.134969325153321,5.988023952095745,5.421686746987888,5.732484076433053,10.569105691056862,25.287356321839,52.75590551181104,64.10256410256412,75.00000000000006,63.25301204819281,66.48351648351652,67.22222222222221,57.41626794258373,69.19642857142858,68.14159292035399,72.34042553191489,66.80327868852459,69.77611940298507,66.54545454545453,64.92537313432837,54.2016806722689,53.41880341880342,45.673076923076934,52.74725274725273,47.61904761904762,47.33727810650889,56.338028169014095,41.28440366972475
sh.601390,31.884057971014528,39.130434782608695,43.5483870967742,50.819672131147605,49.20634920634922,41.33333333333335,34.444444444444485,39.99999999999999,27.927927927927897,26.724137931034463,19.672131147540938,20.325203252032537,12.820512820512775,12.396694214875993,12.605042016806678,8.403361344537785,8.403361344537785,4.958677685950391,6.837606837606842,15.596330275229349,22.222222222222186,19.7916666666667,44.186046511627936,61.90476190476189,77.86885245901638,79.38931297709921,87.07865168539324,92.9292929292929,71.31782945736434,78.09523809523809,72.1407624633431,74.35158501440921,70.52341597796143,70.1949860724234,67.11956521739131,68.24146981627297,67.5603217158177,64.28571428571428,61.65644171779141,57.79816513761468,49.819494584837535,43.77510040160642,55.61224489795917,33.333333333333314
sh.601398,77.63157894736842,80.68181818181819,82.41758241758241,86.20689655172413,87.36842105263158,82.9787234042553,62.9310344827586,49.624060150375946,47.79411764705884,41.447368421052644,38.96103896103897,33.33333333333336,27.659574468085125,20.45454545454548,25.581395348837205,16.153846153846146,13.492063492063494,15.199999999999974,16.53543307086609,16.666666666666615,22.77227722772271,34.146341463414544,52.83018867924527,65.21739130434788,73.78640776699035,66.66666666666669,70.7692307692308,69.17293233082708,63.70370370370372,75.17241379310346,75.17241379310346,77.91411042944787,66.86046511627909,69.83240223463687,66.84782608695652,66.4835164835165,54.70588235294118,52.97619047619046,48.02631578947367,55.555555555555564,47.5409836065574,47.93388429752067,50.877192982456116,36.458333333333385
sh.601601,35.34971644612479,39.7872340425532,45.99236641221373,69.39313984168864,76.90058479532154,71.46739130434779,54.88372093023256,68.35236541598692,68.1444991789819,65.18282988871222,64.56692913385825,67.48554913294797,67.343976777939,60.10362694300517,62.78755074424899,63.21525885558584,55.2325581395349,55.2975326560232,60.02604166666667,62.31493943472409,68.79643387815754,60.15180265654651,70.71129707112975,70.31900138696253,78.00429184549355,78.6902286902287,83.2104832104832,91.34466769706336,70.19002375296913,72.43303571428572,71.55457552370451,72.82780410742495,68.36306400839455,66.78644763860368,67.69547325102879,68.36272040302265,64.99442586399107,66.88778330569376,64.47212336892053,59.88977342314757,48.35082458770613,40.18456375838928,62.11180124223603,46.098439375750274
sh.601628,42.30769230769234,47.368421052631575,48.01223241590216,71.02615694164994,84.53159041394339,82.20338983050858,83.98268398268405,86.21973929236506,87.604690117253,91.3344887348354,83.0570902394107,82.54269449715372,77.94432548179874,75.83333333333337,77.31092436974791,74.04255319148936,71.09004739336496,70.02457002457,74.36974789915968,75.47974413646057,77.12418300653599,75.29411764705884,77.80126849894293,82.47078464106848,90.59701492537319,91.18881118881124,95.2898550724638,98.22251481237659,74.43721860930468,75.44466403162058,70.79812206572771,72.19490388913725,66.71081677704196,67.45718050065877,66.89895470383274,67.43787489288775,65.70397111913358,63.384321223709385,63.679468942626855,60.22835394862037,49.88479262672811,31.323529411764696,48.9795918367347,41.67550371155884
sh.601633,32.222222222222314,35.08064516129035,49.58333333333334,49.17355371900828,45.6349206349206,41.66666666666667,50.46439628482968,61.8453865336658,47.79999999999998,53.95256916996049,55.7874762808349,58.39285714285714,56.529850746268636,56.635514018691595,55.384615384615365,62.615101289134444,58.11320754716979,57.14285714285714,63.83333333333333,68.43971631205673,66.66666666666666,60.44444444444445,80.66298342541438,81.28342245989306,85.13800424628451,87.67605633802819,91.70616113744076,96.04060913705584,75.6019261637239,76.17554858934169,70.07930785868781,71.45953757225433,65.28571428571428,61.09993293091883,57.53865979381443,58.966376089663754,57.25756639901173,57.77913361805979,56.450597860289484,49.19302775984506,40.603773584905674,30.29801324503312,36.746987951807235,30.084745762711876
sh.601658,74.07407407407405,76.2711864406779,80.35714285714282,90.19607843137243,90.90909090909079,83.33333333333339,60.75949367088608,50.52631578947372,45.9770114942529,41.66666666666665,37.362637362637386,28.749999999999986,29.629629629629676,25.55555555555553,26.373626373626323,18.367346938775484,20.792079207920793,22.330097087378675,25.233644859813126,26.470588235294116,39.3258426966292,51.9480519480519,60.63829787234041,71.11111111111107,75.96153846153842,68.695652173913,71.19999999999995,80.30303030303027,66.45569620253166,77.01149425287356,76.60818713450291,78.60962566844918,71.2820512820513,74.52830188679246,72.46376811594205,71.7821782178218,65.46391752577321,64.17112299465242,61.271676300578044,65.0306748466258,57.82312925170071,49.635036496350374,60.176991150442475,40.62499999999995
sh.601668,49.15254237288137,62.500000000000014,71.42857142857153,70.00000000000013,63.63636363636363,51.666666666666636,32.46753246753245,43.95604395604393,38.61386138613861,33.91304347826083,24.999999999999957,25.641025641025635,22.689075630252077,20.45454545454544,23.66412213740456,18.382352941176464,18.115942028985515,18.382352941176464,21.212121212121218,28.03030303030303,35.135135135135144,28.00000000000007,46.95652173913042,63.70967741935482,76.55172413793102,75.88652482269501,83.33333333333333,91.71270718232043,68.64406779661016,77.0909090909091,71.14093959731542,74.3119266055046,71.2166172106825,72.36467236467237,67.0212765957447,67.45406824146983,67.10875331564986,63.333333333333336,60.47904191616768,57.636887608069166,51.757188498402556,45.928338762214985,55.29411764705883,43.127962085308056
sh.601669,38.70967741935481,39.34426229508198,40.67796610169496,41.37931034482762,29.999999999999986,26.58227848101265,19.811320754716988,21.153846153846132,11.607142857142833,12.389380530973412,6.837606837606842,9.48275862068968,4.5454545454545325,4.464285714285708,4.6728971962616725,4.464285714285708,4.504504504504496,4.6728971962616725,6.4516129032258505,15.730337078651743,23.728813559322106,25.00000000000003,53.33333333333333,64.10256410256412,80.4347826086956,81.44329896907212,87.41258741258737,94.67455621301771,71.11111111111111,77.35849056603773,69.25675675675674,70.39473684210526,68.05111821086263,67.3202614379085,64.98422712933753,65.63467492260062,64.30868167202571,62.24489795918367,60.4982206405694,56.8421052631579,48.962655601659755,40.291262135922324,53.2051282051282,32.47863247863248
sh.601728,58.426966292134814,59.340659340659386,65.06024096385542,66.66666666666666,73.56321839080458,67.36842105263156,72.72727272727266,73.56321839080451,74.99999999999993,74.15730337078647,70.51282051282045,61.538461538461476,54.43037974683539,57.14285714285711,50.68493150684935,39.02439024390246,32.653061224489875,35.922330097087425,29.896907216494895,31.18279569892482,42.30769230769233,48.0,52.7272727272727,48.214285714285715,55.384615384615365,56.69291338582676,69.18238993710692,65.82278481012658,53.439153439153436,64.2512077294686,59.375,61.92468619246862,60.16260162601627,62.295081967213115,58.29787234042555,59.67078189300413,58.64978902953588,59.913793103448285,55.0,53.777777777777786,43.68421052631577,46.3157894736842,56.41025641025639,43.41085271317829
sh.601857,46.95121951219512,51.33333333333336,73.39449541284415,74.56140350877206,77.86259541984745,72.34042553191492,55.33333333333335,57.333333333333314,57.333333333333364,48.0446927374302,35.944700460829495,29.43925233644859,26.267281105990733,25.79185520361986,27.1111111111111,25.738396624472557,27.57201646090536,25.738396624472557,22.123893805309734,21.459227467811147,26.540284360189574,28.89908256880736,36.73469387755102,42.922374429223744,54.02298850574714,57.66871165644171,72.47706422018351,83.33333333333331,58.89967637540451,65.3250773993808,63.52201257861633,63.40694006309147,55.555555555555536,59.105431309904155,57.006369426751576,58.20433436532506,51.689189189189214,51.027397260273986,51.53583617747441,51.18644067796607,36.7088607594937,26.570048309178745,40.74074074074075,22.608695652173893
sh.601888,22.97047970479703,22.015915119363385,26.81895093062603,15.057915057915011,15.491559086395199,22.47301275760546,23.061430010070453,36.10586011342152,28.93890675241154,32.50853242320818,27.038626609442048,29.159369527145344,25.15105740181268,25.132075471698116,25.773993808049525,28.70292887029288,23.584905660377345,24.221453287197264,24.30555555555557,28.348397699260516,28.58326429163219,18.199052132701468,42.99390774586598,45.2798663324979,65.30849825378345,74.49721865639708,85.77949438202245,91.92902117916424,74.83690587138864,71.68121781956569,67.83898305084745,67.41881062842681,65.68728169303472,60.91198725607327,61.11888111888111,63.036868110984415,60.92023307213181,61.12332600439736,56.38035433953801,47.01903807615229,37.95834555588148,23.67376398412125,31.70613823102947,33.18158826504808
sh.601899,42.769230769230774,54.05405405405408,59.071729957805864,69.1964285714286,63.11111111111111,63.67713004484303,63.34841628959275,64.15929203539824,51.417004048583,51.836734693877546,35.3896103896104,28.67383512544808,21.03174603174611,17.90540540540546,16.780821917808296,16.382252559727007,17.021276595744737,25.714285714285722,34.71810089020771,43.96551724137932,49.35064935064936,47.65625000000001,60.86956521739131,66.13995485327314,83.04668304668303,83.6104513064133,85.50420168067225,93.99538106235563,75.61436672967861,77.68014059753953,76.2068965517241,75.99999999999997,67.62225969645864,67.40237691001693,61.01398601398599,64.71544715447152,64.13223140495863,59.72461273666091,54.31654676258992,49.82698961937714,41.58964879852127,42.77566539923955,53.411764705882334,47.193877551020385
sh.601919,35.19999999999996,36.904761904761884,40.43478260869562,45.25862068965515,40.2714932126697,48.901098901098926,45.876288659793815,53.33333333333334,48.430493273542595,48.430493273542595,41.62679425837321,32.85024154589374,30.232558139534902,31.250000000000014,27.135678391959814,25.0,35.8585858585859,35.532994923857856,46.956521739130466,55.38461538461538,65.4275092936803,64.09266409266411,72.78688524590164,80.00000000000001,84.48275862068962,89.77900552486186,94.06392694063928,99.20948616600789,75.37537537537538,76.03550295857988,70.995670995671,71.12068965517243,66.04046242774567,63.11844077961021,57.88690476190476,57.379518072289166,55.57299843014129,56.394453004622505,52.404643449419574,49.82517482517483,40.08097165991901,26.34146341463412,41.06463878326995,35.55555555555556
sh.601985,52.27272727272727,62.36559139784943,62.36559139784949,63.04347826086958,57.76397515527951,67.29559748427673,55.72916666666669,56.31578947368423,54.891304347826086,36.48648648648648,32.17391304347824,33.333333333333286,22.869955156950624,23.89380530973449,27.23004694835683,14.049586776859499,18.930041152263385,18.930041152263385,22.74509803921569,18.181818181818215,27.027027027027074,32.01754385964912,43.01470588235293,51.99999999999999,57.534246575342465,57.72727272727276,71.03174603174602,66.53696498054472,52.02492211838005,68.82716049382717,62.79761904761904,65.07462686567163,58.52272727272727,58.19209039548023,54.91329479768786,55.04322766570607,45.33762057877815,51.81818181818184,49.09090909090908,46.49122807017544,34.85342019543977,37.458193979933114,50.2092050209205,30.04694835680752
sh.601988,78.26086956521742,82.45614035087723,87.27272727272737,97.95918367346943,98.24561403508775,90.32258064516134,67.07317073170734,57.14285714285714,60.20408163265307,51.81818181818182,49.54128440366974,45.283018867924554,39.58333333333332,35.41666666666664,42.99065420560746,30.357142857142847,29.729729729729726,28.448275862068968,27.192982456140385,27.4336283185841,35.789473684210506,44.31818181818184,50.0,58.33333333333337,63.73626373626373,58.00000000000001,62.50000000000001,63.06306306306306,50.43478260869564,66.10169491525423,66.38655462184872,72.2222222222222,64.12213740458012,68.14814814814812,64.96350364963503,63.63636363636361,52.06611570247933,51.639344262295076,48.69565217391303,53.846153846153854,45.26315789473685,45.26315789473685,55.55555555555561,36.764705882352956
sh.603259,25.61643835616438,15.889029003783094,16.755319148936152,13.774104683195603,14.641288433382144,18.468468468468416,27.01812191103791,32.86604361370715,27.47395833333333,39.428571428571445,45.290322580645125,46.46464646464645,44.17767106842733,50.649350649350644,42.77168494516448,55.1792828685259,60.08888888888889,57.879924953095696,59.03614457831327,60.60606060606062,58.570119156736936,61.06804478897503,71.7948717948718,70.61068702290078,69.29212362911268,78.15602836879434,87.66666666666667,90.19001325673885,91.4426523297491,87.3689010487916,74.16287722199256,74.57282343368593,69.19847328244275,65.52888222055515,63.899049012435995,65.01240694789082,64.23913043478261,64.53467481135465,64.69957081545064,55.08406725380305,51.386481802426346,38.6214442013129,43.038740920096856,41.798941798941804
sh.603288,49.886104783599116,46.94323144104803,47.51619870410371,39.34782608695655,40.67415730337082,26.746987951807313,31.707317073170827,60.70422535211267,56.11979166666669,60.081190798376134,51.409395973154325,55.19568151147099,55.34506089309876,55.95075239398087,55.950752393980814,61.666666666666664,58.11855670103092,60.294117647058826,62.663185378590065,66.30136986301375,63.09362279511536,42.37288135593219,70.75306479859898,71.50170648464169,87.37373737373744,90.12833168805534,94.27374301675982,96.6159052453469,74.647266313933,74.24988804299151,71.86822713480713,72.58340461933275,69.06832298136646,63.342215454891516,61.72106824925816,62.40437158469947,59.5452763622109,59.56112852664577,55.65105285775678,49.24812030075188,39.18918918918917,28.806855636123913,42.05967276227142,36.798528058877615
sh.603501,26.27388535031845,27.871621621621628,35.33190578158458,30.63122923588037,31.815044858523123,35.79739904175226,34.480431848852874,44.89216799091942,33.075435203094784,37.054191755442325,36.16636528028932,40.455178820250815,40.30541416011108,34.7496206373293,32.40837696335082,35.71840738603578,34.35072142064375,36.17767387492699,42.731277533039645,45.833333333333314,41.64413196322339,27.383015597920263,45.75835475578404,48.09348093480933,59.98934469898775,70.76683534449204,82.8139183055976,86.7999070415989,82.16014078310604,82.0879120879121,78.48287455347763,77.1694214876033,74.71030697296199,68.66835640475728,68.72195121951219,74.55357142857143,75.04378283712785,73.52466367713004,69.61438635520949,62.5287356321839,55.66271018793274,38.59247135842882,39.670255720053845,37.3574144486692
sh.603986,17.819283190307928,21.43290831815422,28.55987055016182,23.29721362229097,23.626373626373592,19.274193548387117,15.882352941176393,29.55665024630538,19.849537037037024,27.232390460343808,23.488496522204358,25.09167103195385,22.953216374268948,21.745490004875606,30.52699228791772,30.625402965828442,31.540504648074332,30.684754521963782,31.77257525083607,35.58441558441558,34.8747591522158,22.846441947565538,49.45226917057902,47.69230769230772,68.92289582107117,75.52155771905421,86.55012486621474,90.36309036309032,81.11248454882568,72.6206285967242,67.7612556794713,71.22756933115825,70.36663980660757,67.28310053118236,66.66666666666666,70.01239157372987,69.42238267148015,67.44186046511626,62.616451932606545,58.65848312143796,51.01298701298701,39.686600575631616,42.32605729877218,51.390024529844666
sh.688012,23.026098447307575,20.37701974865351,18.91666666666667,16.95057246579168,17.497837993658095,10.545565376409655,19.116347569955835,25.64529558701085,15.979254136823911,22.05143363878217,19.45402298850577,23.60391479562469,23.468803663423046,24.700239808153498,31.53961136023915,36.86754753464391,47.926267281106036,41.06245513280691,39.70843457132941,41.51142355008787,29.914821124361183,20.228111372022852,37.50000000000006,34.758942457231754,50.4749426793318,60.788381742738565,78.36873933943247,85.6555269922879,85.48991054711877,71.90236136906341,65.53280670643237,69.22953063360438,67.73532886963372,64.75571018000304,66.74978570871971,73.205676648333,72.75802554366587,70.76954069298954,68.06578132525975,65.8549146556798,58.662153736528005,40.29741589468551,39.130434782608695,50.75252133436772
sh.688041,42.93993677555322,48.0976717773992,58.413793103448285,50.033760972315974,65.25000000000003,59.831223628691994,62.70178419711129,69.66136834830684,63.797468354430386,61.51012891344382,49.539333805811495,43.15856777493607,48.07242990654207,52.3219814241486,55.542725173210165,55.491329479768794,49.612403100775175,57.804632426988924,48.7439400617012,52.59768140832978,52.0,39.80021030494218,50.62158130283441,53.541357107478966,60.472659870250226,72.86230429546366,83.35795174790742,88.92892237143792,89.69826272477903,89.6557000765111,84.20523138832999,83.88563049853373,79.29313929313929,75.30582067482187,76.14285714285714,80.77087794432548,78.75216262975778,75.96801346801347,72.9585983939931,70.49233778937071,62.21613155833985,48.78825402441181,45.81695676586188,44.66569236390208
sh.688111,33.372641509433976,34.732449680903315,40.418118466898974,35.05154639175258,29.316995688677125,28.50838481906446,36.20048150579998,38.47708894878708,29.519214199551968,37.72181848909921,33.86575735821967,35.99020162050125,24.6810977966757,27.1182841367594,40.48552754435108,46.50034650034649,42.7461139896373,42.31299551878664,52.42028428736072,57.8440997447477,53.38842975206611,52.19098801157504,77.63313609467457,74.8201438848921,81.02409638554218,85.7034795763994,95.78199052132702,97.27144324601953,70.97705440246878,70.77925331996994,64.90510546390331,66.46677543101548,66.23751387347392,65.01437099270395,66.5853031860226,69.63424673644596,66.95008660053534,64.10537455589991,61.651499034787065,58.992290516914515,49.508179747359705,33.756707192827534,49.07672558506962,45.982768984171486
sh.688981,40.14814814814816,37.12328767123287,48.8165680473373,50.574712643678154,46.684350132625994,49.242424242424256,41.226818830242486,46.49350649350651,36.155606407322665,35.07214206437291,26.970033296337448,31.094257854821237,28.35968379446642,29.833679833679838,33.064516129032285,32.06703910614526,26.176808266360496,22.71223814773981,30.72747014115096,30.19693654266962,31.44104803493451,22.067363530778138,38.162544169611316,41.60493827160494,54.69988674971687,66.72212978369384,85.28159015617607,91.19076549210207,93.59231971422192,80.38350910834131,73.10777816532962,76.39949109414758,74.40579253895798,74.06819984139572,74.43714821763604,79.73265436028008,81.17090479006507,79.78103890053578,76.06944286848974,75.68876080691643,71.71756216982348,65.94170064944873,57.63019415714026,60.24279210925645
